time,utc,pdt, open , high , low , close , DailyPLDot , DailyETop ,DailyXTop,DailyXTop2,DailyEBot,DailyXBot,DailyXBot2,HourlyPLDot,HourlyETop,HourlyXTop,HourlyXTop2,HourlyEBot,HourlyXBot,HourlyXBot2
1655082000,6/13/22 1:00,6/12/22 18:00," 12,812.50 "," 12,823.75 "," 12,770.00 "," 12,803.25 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12865.92,12895.75,12925.58,12955.42,12816.67,12767.42,12718.17
1655085600,6/13/22 2:00,6/12/22 19:00," 12,802.50 "," 12,838.00 "," 12,796.25 "," 12,831.25 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12830.56,12852.11,12873.67,12895.22,12805.94,12781.33,12756.72
1655089200,6/13/22 3:00,6/12/22 20:00," 12,832.00 "," 12,837.00 "," 12,816.00 "," 12,823.50 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12816.92,12842.08,12867.25,12892.42,12790.58,12764.25,12737.92
1655092800,6/13/22 4:00,6/12/22 21:00," 12,823.75 "," 12,844.25 "," 12,797.25 "," 12,799.75 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12815.44,12836.81,12858.17,12879.53,12797.97,12780.50,12763.03
1655096400,6/13/22 5:00,6/12/22 22:00," 12,800.00 "," 12,832.00 "," 12,775.00 "," 12,791.75 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12820.36,12837.56,12854.75,12871.94,12800.97,12781.58,12762.19
1655100000,6/13/22 6:00,6/12/22 23:00," 12,791.50 "," 12,800.75 "," 12,751.50 "," 12,767.25 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12812.94,12829.81,12846.67,12863.53,12788.14,12763.33,12738.53
1655103600,6/13/22 7:00,6/13/22 0:00," 12,767.75 "," 12,815.00 "," 12,741.25 "," 12,750.25 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12795.50,12816.42,12837.33,12858.25,12765.33,12735.17,12705.00
1655107200,6/13/22 8:00,6/13/22 1:00," 12,750.50 "," 12,751.50 "," 12,634.00 "," 12,676.75 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12780.53,12805.14,12829.75,12854.36,12745.14,12709.75,12674.36
1655110800,6/13/22 9:00,6/13/22 2:00," 12,676.50 "," 12,717.00 "," 12,659.50 "," 12,693.75 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12743.14,12777.36,12811.58,12845.81,12697.19,12651.25,12605.31
1655114400,6/13/22 10:00,6/13/22 3:00," 12,693.75 "," 12,733.50 "," 12,685.00 "," 12,716.75 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12715.44,12752.64,12789.83,12827.03,12669.72,12624.00,12578.28
1655118000,6/13/22 11:00,6/13/22 4:00," 12,716.50 "," 12,738.00 "," 12,660.00 "," 12,666.75 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12696.42,12733.33,12770.25,12807.17,12658.83,12621.25,12583.67
1655121600,6/13/22 12:00,6/13/22 5:00," 12,666.00 "," 12,729.75 "," 12,665.50 "," 12,693.00 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12696.69,12725.22,12753.75,12782.28,12663.89,12631.08,12598.28
1655125200,6/13/22 13:00,6/13/22 6:00," 12,693.25 "," 12,775.00 "," 12,662.00 "," 12,684.25 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12698.69,12727.22,12755.75,12784.28,12663.64,12628.58,12593.53
1655128800,6/13/22 14:00,6/13/22 7:00," 12,684.50 "," 12,725.50 "," 12,543.00 "," 12,559.00 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12697.14,12731.78,12766.42,12801.06,12646.69,12596.25,12545.81
1655132400,6/13/22 15:00,6/13/22 8:00," 12,559.25 "," 12,642.75 "," 12,517.75 "," 12,609.50 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12670.78,12718.06,12765.33,12812.61,12598.14,12525.50,12452.86
1655136000,6/13/22 16:00,6/13/22 9:00," 12,609.50 "," 12,729.50 "," 12,587.25 "," 12,617.50 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12635.42,12696.58,12757.75,12818.92,12556.42,12477.42,12398.42
1655139600,6/13/22 17:00,6/13/22 10:00," 12,618.00 "," 12,665.00 "," 12,573.75 "," 12,651.50 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12614.64,12679.94,12745.25,12810.56,12530.03,12445.42,12360.81
1655143200,6/13/22 18:00,6/13/22 11:00," 12,651.00 "," 12,652.75 "," 12,554.75 "," 12,562.50 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12621.61,12683.64,12745.67,12807.69,12564.14,12506.67,12449.19
1655146800,6/13/22 19:00,6/13/22 12:00," 12,563.25 "," 12,606.75 "," 12,454.50 "," 12,495.75 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12621.61,12671.31,12721.00,12770.69,12560.81,12500.00,12439.19
1655150400,6/13/22 20:00,6/13/22 13:00," 12,495.00 "," 12,551.00 "," 12,472.75 "," 12,531.25 ",13565.08333,13711.08333,13857.08,14003.08,13313.83,13062.58,12811.33,12579.69,12631.72,12683.75,12735.78,12517.89,12456.08,12394.28
1655157600,6/13/22 22:00,6/13/22 15:00," 12,533.50 "," 12,573.00 "," 12,531.50 "," 12,552.50 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12542.44,12590.89,12639.33,12687.78,12481.39,12420.33,12359.28
1655161200,6/13/22 23:00,6/13/22 16:00," 12,552.50 "," 12,555.50 "," 12,515.00 "," 12,541.00 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12529.89,12573.53,12617.17,12660.81,12482.86,12435.83,12388.81
1655164800,6/14/22 0:00,6/13/22 17:00," 12,541.50 "," 12,596.00 "," 12,525.50 "," 12,580.25 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12535.94,12565.47,12595.00,12624.53,12512.06,12488.17,12464.28
1655168400,6/14/22 1:00,6/13/22 18:00," 12,579.25 "," 12,586.25 "," 12,537.25 "," 12,543.75 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12552.25,12580.50,12608.75,12637.00,12529.67,12507.08,12484.50
1655172000,6/14/22 2:00,6/13/22 19:00," 12,543.25 "," 12,578.25 "," 12,539.25 "," 12,574.25 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12553.39,12580.86,12608.33,12635.81,12527.53,12501.67,12475.81
1655175600,6/14/22 3:00,6/13/22 20:00," 12,574.00 "," 12,603.00 "," 12,574.00 "," 12,596.50 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12562.31,12590.61,12618.92,12647.22,12537.78,12513.25,12488.72
1655179200,6/14/22 4:00,6/13/22 21:00," 12,596.75 "," 12,654.00 "," 12,596.75 "," 12,637.00 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12570.28,12590.39,12610.50,12630.61,12551.39,12532.50,12513.61
1655182800,6/14/22 5:00,6/13/22 22:00," 12,638.00 "," 12,689.25 "," 12,633.00 "," 12,679.50 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12594.78,12619.56,12644.33,12669.11,12577.81,12560.83,12543.86
1655186400,6/14/22 6:00,6/13/22 23:00," 12,679.50 "," 12,705.25 "," 12,674.50 "," 12,689.00 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12629.22,12657.19,12685.17,12713.14,12609.69,12590.17,12570.64
1655190000,6/14/22 7:00,6/14/22 0:00," 12,688.25 "," 12,692.00 "," 12,610.00 "," 12,653.50 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12662.03,12689.31,12716.58,12743.86,12641.22,12620.42,12599.61
1655193600,6/14/22 8:00,6/14/22 1:00," 12,653.50 "," 12,661.25 "," 12,577.50 "," 12,589.50 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12669.56,12699.94,12730.33,12760.72,12643.61,12617.67,12591.72
1655197200,6/14/22 9:00,6/14/22 2:00," 12,589.50 "," 12,606.00 "," 12,571.25 "," 12,585.25 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12650.28,12679.89,12709.50,12739.11,12614.39,12578.50,12542.61
1655200800,6/14/22 10:00,6/14/22 3:00," 12,584.75 "," 12,609.75 "," 12,541.75 "," 12,588.50 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12616.25,12646.25,12676.25,12706.25,12579.42,12542.58,12505.75
1655204400,6/14/22 11:00,6/14/22 4:00," 12,590.25 "," 12,592.50 "," 12,525.50 "," 12,531.00 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12592.31,12621.11,12649.92,12678.72,12558.94,12525.58,12492.22
1655208000,6/14/22 12:00,6/14/22 5:00," 12,532.00 "," 12,646.75 "," 12,531.00 "," 12,587.25 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12572.39,12598.61,12624.83,12651.06,12542.03,12511.67,12481.31
1655211600,6/14/22 13:00,6/14/22 6:00," 12,587.50 "," 12,625.25 "," 12,463.75 "," 12,575.25 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12572.67,12612.58,12652.50,12692.42,12529.00,12485.33,12441.67
1655215200,6/14/22 14:00,6/14/22 7:00," 12,576.00 "," 12,605.75 "," 12,439.00 "," 12,514.50 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12564.25,12621.75,12679.25,12736.75,12507.00,12449.75,12392.50
1655218800,6/14/22 15:00,6/14/22 8:00," 12,514.75 "," 12,561.75 "," 12,455.25 "," 12,549.00 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12554.28,12630.64,12707.00,12783.36,12482.64,12411.00,12339.36
1655222400,6/14/22 16:00,6/14/22 9:00," 12,549.50 "," 12,551.50 "," 12,476.25 "," 12,526.00 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12532.17,12611.67,12691.17,12770.67,12466.75,12401.33,12335.92
1655226000,6/14/22 17:00,6/14/22 10:00," 12,526.00 "," 12,623.25 "," 12,488.25 "," 12,499.75 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12519.89,12582.94,12646.00,12709.06,12466.78,12413.67,12360.56
1655229600,6/14/22 18:00,6/14/22 11:00," 12,500.00 "," 12,539.00 "," 12,468.50 "," 12,470.25 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12525.67,12578.08,12630.50,12682.92,12472.50,12419.33,12366.17
1655233200,6/14/22 19:00,6/14/22 12:00," 12,470.75 "," 12,565.75 "," 12,404.75 "," 12,518.25 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12515.86,12554.06,12592.25,12630.44,12460.47,12405.08,12349.69
1655236800,6/14/22 20:00,6/14/22 13:00," 12,518.00 "," 12,531.25 "," 12,494.50 "," 12,529.50 ",13165.80556,13354.02778,13542.25,13730.47,12841.86,12517.92,12193.97,12508.64,12563.44,12618.25,12673.06,12441.28,12373.92,12306.56
1655244000,6/14/22 22:00,6/14/22 15:00," 12,532.00 "," 12,569.75 "," 12,529.50 "," 12,546.00 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12502.42,12548.92,12595.42,12641.92,12459.50,12416.58,12373.67
1655247600,6/14/22 23:00,6/14/22 16:00," 12,546.25 "," 12,618.00 "," 12,530.25 "," 12,599.50 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12521.03,12565.81,12610.58,12655.36,12486.47,12451.92,12417.36
1655251200,6/15/22 0:00,6/14/22 17:00," 12,599.75 "," 12,602.00 "," 12,562.00 "," 12,573.50 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12549.81,12581.53,12613.25,12644.97,12526.61,12503.42,12480.22
1655254800,6/15/22 1:00,6/14/22 18:00," 12,573.50 "," 12,616.00 "," 12,568.25 "," 12,592.00 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12570.06,12599.53,12629.00,12658.47,12543.53,12517.00,12490.47
1655258400,6/15/22 2:00,6/14/22 19:00," 12,592.00 "," 12,616.00 "," 12,587.75 "," 12,600.50 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12584.61,12615.72,12646.83,12677.94,12557.22,12529.83,12502.44
1655262000,6/15/22 3:00,6/14/22 20:00," 12,601.00 "," 12,612.00 "," 12,576.25 "," 12,577.50 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12590.89,12609.11,12627.33,12645.56,12570.44,12550.00,12529.56
1655265600,6/15/22 4:00,6/14/22 21:00," 12,576.75 "," 12,585.25 "," 12,543.50 "," 12,550.50 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12594.03,12610.64,12627.25,12643.86,12573.39,12552.75,12532.11
1655269200,6/15/22 5:00,6/14/22 22:00," 12,550.75 "," 12,593.00 "," 12,527.25 "," 12,571.00 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12583.25,12597.33,12611.42,12625.50,12562.08,12540.92,12519.75
1655272800,6/15/22 6:00,6/14/22 23:00," 12,570.75 "," 12,601.50 "," 12,558.50 "," 12,577.75 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12570.69,12592.39,12614.08,12635.78,12544.64,12518.58,12492.53
1655276400,6/15/22 7:00,6/15/22 0:00," 12,578.00 "," 12,597.50 "," 12,538.00 "," 12,590.50 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12567.58,12592.08,12616.58,12641.08,12541.92,12516.25,12490.58
1655280000,6/15/22 8:00,6/15/22 1:00," 12,590.50 "," 12,629.75 "," 12,574.50 "," 12,595.50 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12572.78,12604.31,12635.83,12667.36,12548.22,12523.67,12499.11
1655283600,6/15/22 9:00,6/15/22 2:00," 12,595.25 "," 12,604.75 "," 12,566.75 "," 12,600.00 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12584.83,12612.67,12640.50,12668.33,12560.08,12535.33,12510.58
1655287200,6/15/22 10:00,6/15/22 3:00," 12,600.00 "," 12,601.00 "," 12,569.00 "," 12,584.00 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12588.58,12617.42,12646.25,12675.08,12566.50,12544.42,12522.33
1655290800,6/15/22 11:00,6/15/22 4:00," 12,583.75 "," 12,654.75 "," 12,569.50 "," 12,648.50 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12591.69,12613.31,12634.92,12656.53,12571.56,12551.42,12531.28
1655294400,6/15/22 12:00,6/15/22 5:00," 12,648.00 "," 12,684.50 "," 12,600.00 "," 12,662.50 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12599.81,12631.19,12662.58,12693.97,12579.44,12559.08,12538.72
1655298000,6/15/22 13:00,6/15/22 6:00," 12,662.50 "," 12,716.75 "," 12,627.50 "," 12,678.75 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12619.31,12659.11,12698.92,12738.72,12591.86,12564.42,12536.97
1655301600,6/15/22 14:00,6/15/22 7:00," 12,679.25 "," 12,742.25 "," 12,631.75 "," 12,665.25 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12649.19,12699.39,12749.58,12799.78,12613.06,12576.92,12540.78
1655305200,6/15/22 15:00,6/15/22 8:00," 12,665.25 "," 12,703.50 "," 12,648.00 "," 12,700.75 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12667.69,12715.64,12763.58,12811.53,12620.89,12574.08,12527.28
1655308800,6/15/22 16:00,6/15/22 9:00," 12,700.75 "," 12,739.50 "," 12,655.00 "," 12,660.25 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12679.39,12723.03,12766.67,12810.31,12637.94,12596.50,12555.06
1655312400,6/15/22 17:00,6/15/22 10:00," 12,660.75 "," 12,766.00 "," 12,657.50 "," 12,741.50 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12682.92,12720.92,12758.92,12796.92,12637.42,12591.92,12546.42
1655316000,6/15/22 18:00,6/15/22 11:00," 12,741.50 "," 12,922.25 "," 12,541.00 "," 12,762.00 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12696.89,12740.28,12783.67,12827.06,12657.44,12618.00,12578.56
1655319600,6/15/22 19:00,6/15/22 12:00," 12,762.00 "," 12,962.25 "," 12,746.25 "," 12,800.00 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12716.11,12814.39,12912.67,13010.94,12622.97,12529.83,12436.69
1655323200,6/15/22 20:00,6/15/22 13:00," 12,800.25 "," 12,808.25 "," 12,762.50 "," 12,794.75 ",12805.88889,12984.44444,13163.00,13341.56,12528.94,12252.00,11975.06,12766.53,12884.81,13003.08,13121.36,12649.56,12532.58,12415.61
1655330400,6/15/22 22:00,6/15/22 15:00," 12,819.00 "," 12,876.75 "," 12,817.00 "," 12,863.25 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12788.81,12894.36,12999.92,13105.47,12680.03,12571.25,12462.47
1655334000,6/15/22 23:00,6/15/22 16:00," 12,863.25 "," 12,895.25 "," 12,845.25 "," 12,893.50 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12825.67,12876.08,12926.50,12976.92,12768.92,12712.17,12655.42
1655337600,6/16/22 0:00,6/15/22 17:00," 12,893.25 "," 12,912.25 "," 12,878.50 "," 12,899.25 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12839.61,12870.97,12902.33,12933.69,12819.14,12798.67,12778.19
1655341200,6/16/22 1:00,6/15/22 18:00," 12,898.75 "," 12,942.00 "," 12,865.00 "," 12,875.75 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12875.67,12904.42,12933.17,12961.92,12856.58,12837.50,12818.42
1655344800,6/16/22 2:00,6/15/22 19:00," 12,875.50 "," 12,885.00 "," 12,841.75 "," 12,869.50 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12889.64,12916.36,12943.08,12969.81,12862.78,12835.92,12809.06
1655348400,6/16/22 3:00,6/15/22 20:00," 12,869.75 "," 12,892.00 "," 12,843.00 "," 12,852.25 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12885.44,12909.14,12932.83,12956.53,12857.81,12830.17,12802.53
1655352000,6/16/22 4:00,6/15/22 21:00," 12,852.00 "," 12,860.00 "," 12,808.00 "," 12,810.50 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12874.03,12898.14,12922.25,12946.36,12841.72,12809.42,12777.11
1655355600,6/16/22 5:00,6/15/22 22:00," 12,810.75 "," 12,816.25 "," 12,736.75 "," 12,739.25 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12851.33,12871.75,12892.17,12912.58,12823.67,12796.00,12768.33
1655359200,6/16/22 6:00,6/15/22 23:00," 12,739.00 "," 12,765.25 "," 12,637.00 "," 12,651.00 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12817.56,12839.19,12860.83,12882.47,12779.03,12740.50,12701.97
1655362800,6/16/22 7:00,6/16/22 0:00," 12,650.25 "," 12,666.50 "," 12,493.00 "," 12,543.00 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12758.22,12789.19,12820.17,12851.14,12702.61,12647.00,12591.39
1655366400,6/16/22 8:00,6/16/22 1:00," 12,543.75 "," 12,566.50 "," 12,463.75 "," 12,465.25 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12672.00,12721.75,12771.50,12821.25,12594.67,12517.33,12440.00
1655370000,6/16/22 9:00,6/16/22 2:00," 12,464.75 "," 12,499.00 "," 12,436.00 "," 12,492.50 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12583.47,12635.69,12687.92,12740.14,12500.86,12418.25,12335.64
1655373600,6/16/22 10:00,6/16/22 3:00," 12,492.25 "," 12,521.75 "," 12,459.50 "," 12,474.25 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12513.94,12563.64,12613.33,12663.03,12450.56,12387.17,12323.78
1655377200,6/16/22 11:00,6/16/22 4:00," 12,474.00 "," 12,511.50 "," 12,451.00 "," 12,491.50 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12486.50,12519.92,12553.33,12586.75,12443.92,12401.33,12358.75
1655380800,6/16/22 12:00,6/16/22 5:00," 12,490.75 "," 12,592.25 "," 12,485.00 "," 12,525.25 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12481.89,12514.94,12548.00,12581.06,12453.03,12424.17,12395.31
1655384400,6/16/22 13:00,6/16/22 6:00," 12,525.25 "," 12,543.25 "," 12,421.00 "," 12,435.00 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12501.33,12537.50,12573.67,12609.83,12460.83,12420.33,12379.83
1655388000,6/16/22 14:00,6/16/22 7:00," 12,435.25 "," 12,435.75 "," 12,296.50 "," 12,310.75 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12495.08,12537.83,12580.58,12623.33,12441.17,12387.25,12333.33
1655391600,6/16/22 15:00,6/16/22 8:00," 12,311.25 "," 12,408.50 "," 12,307.75 "," 12,359.75 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12449.42,12498.00,12546.58,12595.17,12375.08,12300.75,12226.42
1655395200,6/16/22 16:00,6/16/22 9:00," 12,359.75 "," 12,382.25 "," 12,310.50 "," 12,363.50 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12390.92,12440.08,12489.25,12538.42,12319.33,12247.75,12176.17
1655398800,6/16/22 17:00,6/16/22 10:00," 12,363.75 "," 12,403.00 "," 12,281.00 "," 12,281.50 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12352.81,12400.69,12448.58,12496.47,12296.78,12240.75,12184.72
1655402400,6/16/22 18:00,6/16/22 11:00," 12,282.00 "," 12,306.00 "," 12,236.75 "," 12,264.50 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12344.19,12388.64,12433.08,12477.53,12290.47,12236.75,12183.03
1655406000,6/16/22 19:00,6/16/22 12:00," 12,264.00 "," 12,348.75 "," 12,258.25 "," 12,334.00 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12314.33,12352.58,12390.83,12429.08,12264.92,12215.50,12166.08
1655409600,6/16/22 20:00,6/16/22 13:00," 12,333.75 "," 12,376.75 "," 12,309.75 "," 12,372.50 ",12657.02778,12851.88889,13046.75,13241.61,12423.64,12190.25,11956.86,12301.53,12344.39,12387.25,12430.11,12250.47,12199.42,12148.36
