time,utc,pdt, open , high , low , close , DailyPLDot , DailyETop ,DailyXTop,DailyXTop2,DailyEBot,DailyXBot,DailyXBot2,HourlyPLDot,HourlyETop,HourlyXTop,HourlyXTop2,HourlyEBot,HourlyXBot,HourlyXBot2
1650859200,4/25/22 4:00,4/24/22 21:00," 14,505.00 "," 14,508.25 "," 14,466.75 "," 14,477.50 ",15019.44444,15198.47222,15377.50,15556.53,14718.89,14418.33,14117.78,14474.36,14501.22,14528.08,14554.94,14446.89,14419.42,14391.94
1650862800,4/25/22 5:00,4/24/22 22:00," 14,477.25 "," 14,509.50 "," 14,449.00 "," 14,452.50 ",15019.44444,15198.47222,15377.50,15556.53,14718.89,14418.33,14117.78,14481.33,14504.83,14528.33,14551.83,14460.50,14439.67,14418.83
1650866400,4/25/22 6:00,4/24/22 23:00," 14,453.00 "," 14,479.00 "," 14,404.50 "," 14,416.75 ",15019.44444,15198.47222,15377.50,15556.53,14718.89,14418.33,14117.78,14483.83,14507.50,14531.17,14554.83,14454.67,14425.50,14396.33
1650870000,4/25/22 7:00,4/25/22 0:00," 14,417.50 "," 14,536.50 "," 14,400.00 "," 14,457.75 ",15019.44444,15198.47222,15377.50,15556.53,14718.89,14418.33,14117.78,14462.64,14485.19,14507.75,14530.31,14426.36,14390.08,14353.81
1650873600,4/25/22 8:00,4/25/22 1:00," 14,458.25 "," 14,502.75 "," 14,416.50 "," 14,441.25 ",15019.44444,15198.47222,15377.50,15556.53,14718.89,14418.33,14117.78,14456.17,14494.50,14532.83,14571.17,14404.00,14351.83,14299.67
1650877200,4/25/22 9:00,4/25/22 2:00," 14,441.00 "," 14,482.00 "," 14,412.00 "," 14,448.50 ",15019.44444,15198.47222,15377.50,15556.53,14718.89,14418.33,14117.78,14450.56,14494.11,14537.67,14581.22,14395.03,14339.50,14283.97
1650880800,4/25/22 10:00,4/25/22 3:00," 14,448.50 "," 14,472.00 "," 14,427.75 "," 14,452.00 ",15019.44444,15198.47222,15377.50,15556.53,14718.89,14418.33,14117.78,14455.25,14501.00,14546.75,14592.50,14403.42,14351.58,14299.75
1650884400,4/25/22 11:00,4/25/22 4:00," 14,451.00 "," 14,465.75 "," 14,383.75 "," 14,448.00 ",15019.44444,15198.47222,15377.50,15556.53,14718.89,14418.33,14117.78,14450.53,14482.31,14514.08,14545.86,14415.47,14380.42,14345.36
1650888000,4/25/22 12:00,4/25/22 5:00," 14,448.75 "," 14,523.00 "," 14,422.50 "," 14,517.25 ",15019.44444,15198.47222,15377.50,15556.53,14718.89,14418.33,14117.78,14443.53,14479.22,14514.92,14550.61,14413.81,14384.08,14354.36
1650891600,4/25/22 13:00,4/25/22 6:00," 14,517.00 "," 14,566.00 "," 14,435.50 "," 14,450.25 ",15019.44444,15198.47222,15377.50,15556.53,14718.89,14418.33,14117.78,14456.89,14502.44,14548.00,14593.56,14426.86,14396.83,14366.81
1650895200,4/25/22 14:00,4/25/22 7:00," 14,449.75 "," 14,666.50 "," 14,445.25 "," 14,528.75 ",15019.44444,15198.47222,15377.50,15556.53,14718.89,14418.33,14117.78,14468.00,14522.08,14576.17,14630.25,14417.75,14367.50,14317.25
