,start,end,period,start_value,end_value,total_return,benchmark_return,max_gross_exposure,total_fees_paid,max_drawdown,max_drawdown_duration,total_trades,total_closed_trades,total_open_trades,open_trade_pnl,win_rate,best_trade,worst_trade,avg_winning_trade,avg_losing_trade,avg_winning_trade_duration,avg_losing_trade_duration,profit_factor,expectancy,sharpe_ratio,calmar_ratio,omega_ratio,sortino_ratio,features,ticker
0,2023-01-03 05:00:00+00:00,2024-04-12 04:00:00+00:00,321 days,100,170.5586632630973,70.55866326309727,104.93878302116966,100,0,32.79190247548762,119 days,9,8,1,-14.10304990607031,62.5,30.955156201773438,-12.649652746207988,22.402825002810495,-12.227417326943424,37 days 14:24:00,30 days 08:00:00,2.845572132485,10.58271414614595,1.623011079197757,2.5466314157955945,1.2602624678528156,2.4342863375696355,"{'ema_fast_window': 2, 'ema_slow_window': 3}",SPXL
